과목명,교수명,수업요일,수업시간,강의실,소속,과목코드,학점,권장학년,교수특징,경쟁점수,꿀점수,배움점수
자연계글쓰기,김영경,화목,10:30~11:45,없음,전인교육원,COR1013-05,3.0,1,없음,4.036,0.0,0.0
자연계글쓰기,조경은,화목,13:30~14:45,없음,전인교육원,COR1013-06,3.0,1,꼰대,알수없음,0.0,0.0
자연계글쓰기,차준경,화목,16:30~17:45,없음,전인교육원,COR1013-07,3.0,1,없음,알수없음,0.0,0.0
자연계글쓰기,권미란,수금,13:30~14:45,없음,전인교육원,COR1013-08,3.0,1,없음,2.543,0.0,0.0
자연계글쓰기,전주희,화목,12:00~13:15,없음,전인교육원,COR1013-09,3.0,1,없음,알수없음,0.0,0.0
자연계글쓰기,박슬기,화목,15:00~16:15,없음,전인교육원,COR1013-10,3.0,1,없음,알수없음,0.0,0.0
자연계글쓰기,전주희,화목,10:30~11:45,없음,전인교육원,COR1013-11,3.0,1,없음,알수없음,0.0,0.0
자연계글쓰기,이채은,월수,16:30~17:45,없음,전인교육원,COR1013-12,3.0,1,없음,알수없음,0.0,0.0
한국어글쓰기,한새해,월수,10:30~11:45,없음,전인교육원,COR1014-01,3.0,1,없음,0.685,0.0,0.0
한국어글쓰기,오경숙,월수,10:30~11:45,없음,전인교육원,COR1014-02,3.0,1,없음,0.653,0.0,0.0
한국어글쓰기,한새해,월수,12:00~13:15,없음,전인교육원,COR1014-03,3.0,1,없음,0.685,0.0,0.0
한국어글쓰기,오경숙,월수,12:00~13:15,없음,전인교육원,COR1014-04,3.0,1,없음,0.653,0.0,0.0
한국어글쓰기,박진혁,화목,10:30~11:45,없음,전인교육원,COR1014-05,3.0,1,꼰대도도,0.653,0.0,0.0
한국어글쓰기,오경숙,화목,10:30~11:45,없음,,,,,,,,
알바트로스세미나,정일영,수,18:00~19:15,없음,,,,,,,,
알바트로스세미나,김한별,금,16:30~18:20,없음,,,,,,,,
알바트로스세미나,"김원정, 정시영, 정현용",금,16:30~17:45,없음,,,,,,,,
알바트로스세미나,"강성원, 전도영, 손기헌",금,16:30~17:45,없음,,,,,,,,
알바트로스세미나,"정봉근, 이형일, 이철수",금,16:30~17:45,없음,,,,,,,,
알바트로스세미나,"박정열, 김낙수, 김대중",금,16:30~17:45,없음,,,,,,,,
알바트로스세미나,"신충수, 이승엽",금,16:30~17:45,없음,,,,,,,,
알바트로스세미나,정명화,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나,장준익,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나,유효빈,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나,양상모,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나,"Hantke, Steffen Horst",화,18:00~19:15,없음,,,,,,,,
알바트로스세미나,부경숙,화,18:00~19:15,없음,,,,,,,,
알바트로스세미나,이철승,수,18:00~19:20,없음,,,,,,,,
알바트로스세미나,이병하,월,18:00~19:45,없음,,,,,,,,
알바트로스세미나,주봉건,월,18:00~19:45,없음,,,,,,,,
알바트로스세미나,이규호,월,18:00~19:45,없음,,,,,,,,
알바트로스세미나,옥지훈,화,16:30~18:10,없음,,,,,,,,
알바트로스세미나,조장현,화,16:30~18:10,없음,,,,,,,,
알바트로스세미나,박진형,화,16:30~18:10,없음,,,,,,,,
알바트로스세미나,김향숙,수,18:00~19:20,없음,,,,,,,,
알바트로스세미나,황은주,화,18:00~19:15,없음,,,,,,,,
알바트로스세미나,장기윤,화,18:00~19:15,없음,,,,,,,,
알바트로스세미나,Barrie Michael Jonathan Mathew,화,18:00~19:15,없음,,,,,,,,
알바트로스세미나,김경환,금,16:30~17:45,없음,,,,,,,,
알바트로스세미나,윤광석,금,16:30~17:45,없음,,,,,,,,
알바트로스세미나,박형민,금,16:30~17:45,없음,,,,,,,,
알바트로스세미나,소재우,금,16:30~17:45,없음,,,,,,,,
알바트로스세미나,김홍석,금,16:30~17:45,없음,,,,,,,,
알바트로스세미나,이근욱,수,18:00~19:20,없음,,,,,,,,
알바트로스세미나,윤각,수,18:00~19:00,없음,,,,,,,,
알바트로스세미나,정문열,목,18:00~19:00,없음,,,,,,,,
알바트로스세미나,"이상욱, 오준호",수,18:00~19:00,없음,,,,,,,,
알바트로스세미나,원용진,월,18:00~19:00,없음,,,,,,,,
알바트로스세미나,신호창,월,18:00~19:00,없음,,,,,,,,
알바트로스세미나,서용덕,화,18:00~19:00,없음,,,,,,,,
알바트로스세미나,"이수영, 현대원",월,18:00~19:00,없음,,,,,,,,
알바트로스세미나,유현재,수,18:00~19:00,없음,,,,,,,,
알바트로스세미나,임종섭,목,18:00~19:00,없음,,,,,,,,
알바트로스세미나,"De Fremery, Peter Wayne",월,18:00~19:00,없음,,,,,,,,
알바트로스세미나,김주섭,수,18:00~19:00,없음,,,,,,,,
알바트로스세미나,"Unger, Michael Anthony",화,18:00~19:00,없음,,,,,,,,
알바트로스세미나,김정현,목,18:00~19:00,없음,,,,,,,,
알바트로스세미나,최용순,수,18:00~19:00,없음,,,,,,,,
알바트로스세미나,김상용,수,18:00~19:00,없음,,,,,,,,
알바트로스세미나,장대업,화,18:00~19:00,없음,,,,,,,,
알바트로스세미나,조은경,수,18:00~19:00,없음,,,,,,,,
알바트로스세미나,조재희,월,18:00~19:00,없음,,,,,,,,
알바트로스세미나,주진호,월,18:00~19:00,없음,,,,,,,,
알바트로스세미나,사영준,월,18:00~19:00,없음,,,,,,,,
알바트로스세미나,김준걸,금,16:30~17:45,없음,,,,,,,,
알바트로스세미나,백서인,수,18:00~19:45,없음,,,,,,,,
알바트로스세미나,나정걸,수,18:00~19:45,없음,,,,,,,,
알바트로스세미나,강문성,수,18:00~19:45,없음,,,,,,,,
알바트로스세미나,김형준,수,18:00~19:45,없음,,,,,,,,
알바트로스세미나,권용석,화,16:30~18:20,없음,,,,,,,,
알바트로스세미나,성봉준,화,16:30~18:20,없음,,,,,,,,
알바트로스세미나,옥강민,화,16:30~18:20,없음,,,,,,,,
알바트로스세미나,조규봉,화,16:30~18:20,없음,,,,,,,,
알바트로스세미나,"김연신, 박정섭, 권현정, 김형민",목,18:00~19:00,없음,,,,,,,,
알바트로스세미나,정소이,월,18:00~19:00,없음,,,,,,,,
알바트로스세미나,강병규,금,16:30~17:30,없음,,,,,,,,
알바트로스세미나(경영),민재형,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),이정진,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),이군희,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),황국재,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),양동훈,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),최순재,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),김진화,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),정재학,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),김양민,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),홍광헌,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),조성빈,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),박경도,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),이상호,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),김명석,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),박세훈,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),김용진,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),김도성,월,13:30~14:30,없음,,,,,,,,
알바트로스세미나(경영),송민섭,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),김주영,월,13:30~14:30,없음,,,,,,,,
알바트로스세미나(경영),조봉순,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),이강표,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),양준선,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),이윤동,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),안성필,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),김창수,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),최장호,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),김민균,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),서정일,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),이상근,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),정선욱,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),변상혁,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),이영주,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),김범수,월,13:30~14:30,없음,,,,,,,,
알바트로스세미나(경영),이준겸,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),강평경,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),장영균,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),김유진,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),박두리,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),오혜림,월,13:30~16:15,없음,,,,,,,,
알바트로스세미나(경영),이인석,월,13:30~16:15,없음,,,,,,,,
현대세계와윤리문제,강선형,화목,09:00~10:15,없음,전인교육원,ETS2001-01,3.0,14,없음,알수없음,0.0,0.0
현대세계와윤리문제,하유진,수금,09:00~10:15,없음,,,,,,,,
현대세계와윤리문제,박경남,금,10:30~13:15,없음,전인교육원,ETS2001-03,3.0,14,없음,알수없음,0.0,0.0
현대세계와윤리문제,하유진,수금,13:30~14:45,없음,전인교육원,ETS2001-04,3.0,14,없음,2.194,0.0,1.0
논리와비판적사고,박경남,월수,16:30~17:45,없음,전인교육원,ETS2002-01,3.0,14,없음,알수없음,0.0,0.0
논리와비판적사고,오은영,화목,12:00~13:15,없음,전인교육원,ETS2002-02,3.0,14,없음,2.314,0.0,0.0
논리와비판적사고,김영건,화목,13:30~14:45,없음,,,,,,,,
논리와비판적사고,김영건,화목,16:30~17:45,없음,전인교육원,ETS2002-04,3.0,14,도도,1.791,1.0,0.0
논리와비판적사고,서상복,수금,13:30~14:45,없음,전인교육원,ETS2002-05,3.0,14,꼰대,2.643,0.0,1.0
논리와비판적사고,서상복,수금,15:00~16:15,없음,전인교육원,ETS2002-06,3.0,14,꼰대,2.643,0.0,1.0
종교와세계문화,김종만,월,13:30~16:15,없음,전인교육원,ETS2004-01,3.0,14,없음,4.954,1.0,0.0
종교와세계문화,박현준,수금,09:00~10:15,없음,,,,,,,,
종교와세계문화,이윤미,금,10:30~13:15,없음,전인교육원,ETS2004-03,3.0,14,없음,2.126,0.0,1.0
종교와세계문화,최용운,화목,10:30~11:45,없음,전인교육원,ETS2004-04,3.0,14,도도천사악마,0.365,0.0,1.0
종교와세계문화,안창덕,월,13:30~16:15,없음,전인교육원,ETS2004-05,3.0,14,없음,2.36,1.0,0.0
종교와세계문화,최용운,화목,12:00~13:15,없음,전인교육원,ETS2004-06,3.0,14,도도천사악마,0.365,0.0,1.0
종교와세계문화,이윤미,수금,15:00~16:15,없음,전인교육원,ETS2004-07,3.0,14,없음,2.126,0.0,1.0
동아시아철학고전읽기,조성환,월,13:30~16:15,없음,전인교육원,ETU4004-01,3.0,14,없음,1.062,0.0,0.0
삶과죽음,배성진,금,10:30~13:15,없음,전인교육원,ETU4008-01,3.0,14,없음,알수없음,1.0,0.0
영화와철학,강선형,수금,09:00~10:15,없음,전인교육원,ETU4009-01,3.0,14,없음,알수없음,0.0,0.0
한국문화와종교,현재우,월수,10:30~11:45,없음,,,,,,,,
"종교,폭력,평화",김명희,월,13:30~16:15,없음,,,,,,,,
철학적인간학,이종진,수금,15:00~16:15,없음,전인교육원,HFS2001-01,3.0,2,없음,알수없음,0.0,0.0
철학적인간학,김승욱,화목,12:00~13:15,없음,전인교육원,HFS2001-02,3.0,2,없음,2.097,0.0,0.0
철학적인간학,김승욱,화목,15:00~16:15,없음,전인교육원,HFS2001-03,3.0,2,없음,2.097,0.0,0.0
철학적인간학,김선영,화목,13:30~14:45,없음,전인교육원,HFS2001-04,3.0,2,없음,2.629,0.0,0.0
철학적인간학,김선영,월,13:30~16:15,없음,전인교육원,HFS2001-05,3.0,2,없음,2.629,0.0,0.0
신학적인간학,최우혁,월수,10:30~11:45,없음,전인교육원,HFS2002-01,3.0,2,악마,1.286,0.0,1.0
신학적인간학,최우혁,월수,12:00~13:15,없음,전인교육원,HFS2002-02,3.0,2,악마,1.286,0.0,1.0
신학적인간학,강선남,수금,15:00~16:15,없음,전인교육원,HFS2002-03,3.0,2,없음,0.486,0.0,0.0
신학적인간학,이진현,수금,13:30~14:45,없음,전인교육원,HFS2002-04,3.0,2,없음,알수없음,0.0,0.0
신학적인간학,최현순,월수,16:30~17:45,없음,전인교육원,HFS2002-05,3.0,2,천사,1.591,0.0,1.0
그리스도교윤리,강영옥,화목,12:00~13:15,없음,전인교육원,HFS2003-01,3.0,2,악마,1.878,0.0,1.0
그리스도교윤리,강영옥,화목,15:00~16:15,없음,전인교육원,HFS2003-02,3.0,2,악마,1.878,0.0,1.0
그리스도교윤리,박은미,수금,09:00~10:15,없음,전인교육원,HFS2003-03,3.0,2,악마,1.822,0.0,1.0
그리스도교윤리,박은미,수금,15:00~16:15,없음,전인교육원,HFS2003-04,3.0,2,악마,1.822,0.0,1.0
그리스도교윤리,최현순,화목,16:30~17:45,없음,전인교육원,HFS2003-05,3.0,2,천사,1.361,0.0,0.0
영성과문화예술,하영유,금,10:30~13:15,없음,,,,,,,,
영성수련,김민호,화목,10:30~11:20,없음,전인교육원,HFU4014-01,2.0,24,없음,알수없음,0.0,0.0
진선미성,이종진,화목,15:00~16:15,없음,전인교육원,HFU4023-01,3.0,24,없음,알수없음,0.0,0.0
진선미성,최현순,화목,13:30~14:45,없음,전인교육원,HFU4023-01,3.0,14,천사,1.41,0.0,0.0
진선미성,최현순,화목,13:30~14:45,없음,전인교육원,HFU4023-02,3.0,24,천사,1.41,0.0,0.0
영양과다이어트,이유숙,화,09:00~10:50,없음,,,,,,,,
운동과건강,권연택,화,10:30~12:20,없음,전인교육원,HLU4003-01,2.0,14,없음,알수없음,1.0,0.0
요가,허가영,목,10:30~12:20,없음,전인교육원,HLU4006-01,1.0,14,없음,1.532,0.0,0.0
테니스,이문진,금,13:30~15:20,없음,전인교육원,HLU4007-02,1.0,14,없음,1.535,0.0,0.0
테니스,이문진,금,13:30~15:20,없음,전인교육원,HLU4007-01,1.0,14,없음,1.535,0.0,0.0
야구,남기정,수,13:30~15:20,없음,전인교육원,HLU4014-01,1.0,14,없음,1.023,0.0,0.0
골프,최대혁,수,15:00~16:50,없음,전인교육원,HLU4015-01,1.0,14,없음,1.308,1.0,0.0
골프,신은철,월,15:00~16:50,없음,전인교육원,HLU4015-02,1.0,14,없음,0.99,0.0,0.0
골프,신은철,화,15:00~16:50,없음,전인교육원,HLU4015-02,1.0,14,없음,0.99,0.0,0.0
골프,신은철,화,15:00~16:50,없음,전인교육원,HLU4015-03,1.0,14,없음,0.99,0.0,0.0
사회봉사,박혜윤,금,10:30~12:20,없음,,,,,,,,
사회봉사,서영아,금,10:30~12:20,없음,,,,,,,,
사회봉사,최윤희,수금,15:00~16:15,없음,전인교육원,HSS3002-03,2.0,14,없음,알수없음,0.0,0.0
특수교육과장애의이해,안영회,월,13:30~16:15,없음,,,,,,,,
수화의이해,김미원,월,13:30~15:10,없음,전인교육원,HSS3005-01,2.0,14,없음,1.288,1.0,1.0
동서고전세미나,류희성,화목,09:00~10:15,없음,전인교육원,HSS3012-01,3.0,14,없음,알수없음,0.0,0.0
동서고전세미나,강민호,수금,13:30~14:45,없음,전인교육원,HSS3012-02,3.0,14,꿀귀,알수없음,0.0,0.0
동서고전세미나,김태원,월수,16:30~17:45,없음,전인교육원,HSS3012-03,3.0,14,없음,알수없음,0.0,0.0
진로탐색입문,김경아,화,15:00~16:15,없음,,,,,,,,
진로탐색입문,김경아,수,15:00~16:15,없음,,,,,,,,
학습매니지먼트,김세영,월,13:30~15:20,없음,,,,,,,,
진로탐색심화,김경아,화,13:30~14:45,없음,,,,,,,,
공존의시대와세계시민교육,"김지영, 김동택",월,13:30~16:15,없음,,,,,,,,
한국문화의이해와체험,이동규,금,10:30~13:15,없음,전인교육원,KCS1001-01,3.0,1,없음,알수없음,0.0,0.0
한국문화의이해와체험,심선향,금,10:30~13:15,없음,전인교육원,KCS1001-02,3.0,1,없음,알수없음,0.0,0.0
한국문화의이해와체험,정솔미,금,10:30~13:15,없음,전인교육원,KCS1001-03,3.0,1,없음,알수없음,0.0,0.0
대학생활과학문의탐색,박효정,금,10:30~13:15,없음,전인교육원,KCS1002-01,3.0,1,없음,알수없음,0.0,0.0
대학생활과학문의탐색,노지혜,금,10:30~13:15,없음,전인교육원,KCS1002-02,3.0,1,없음,알수없음,0.0,0.0
대학생활과학문의탐색,정다훈,금,10:30~13:15,없음,전인교육원,KCS1002-03,3.0,1,없음,알수없음,0.0,0.0
언어의이해,차준경,화목,15:00~16:15,없음,전인교육원,LAU4003-01,3.0,14,없음,알수없음,0.0,0.0
한국미술의역사와감상,강희정,수금,13:30~14:45,없음,,,,,,,,
서양미술의역사와감상,정은진,화목,13:30~14:45,없음,전인교육원,LAU4015-01,3.0,14,없음,0.897,0.0,1.0
세계음악과문화의이해,양인정,화목,15:00~16:15,없음,전인교육원,LAU4029-01,3.0,14,없음,알수없음,0.0,0.0
뮤지컬의이해,정태진,월,13:30~16:15,없음,,,,,,,,
사진의이해,박은광,금,10:30~13:15,없음,,,,,,,,
동양미술의이해,장수민,수금,09:00~10:15,없음,전인교육원,LAU4038-01,3.0,14,없음,0.503,0.0,0.0
독일언어와문화1,조한렬,월수,12:00~13:15,없음,전인교육원,LCS2001-01,3.0,1,없음,0.829,0.0,1.0
독일언어와문화1,성현숙,월수,16:30~17:45,없음,전인교육원,LCS2001-02,3.0,1,꿀귀,2.112,0.0,0.0
독일언어와문화1,이승희,화목,12:00~13:15,없음,전인교육원,LCS2001-03,3.0,1,없음,1.687,0.0,0.0
독일언어와문화1,허정화,화목,15:00~16:15,없음,전인교육원,LCS2001-04,3.0,1,없음,2.822,0.0,0.0
독일언어와문화1,성현숙,수금,13:30~14:45,없음,전인교육원,LCS2001-05,3.0,1,꿀귀,2.112,0.0,0.0
독일언어와문화1,조한렬,화목,15:00~16:15,없음,전인교육원,LCS2001-07,3.0,1,없음,0.829,0.0,1.0
독일언어와문화2,"Jungk, Erik-Joachim",화목,13:30~14:45,없음,,,,,,,,
프랑스언어와문화1,김지현,월,13:30~16:15,없음,전인교육원,LCS2003-01,3.0,1,도도천사,2.462,0.0,0.0
프랑스언어와문화1,전재연,월수,12:00~13:15,없음,전인교육원,LCS2003-02,3.0,1,없음,1.88,0.0,1.0
프랑스언어와문화1,임애리,화목,13:30~14:45,없음,전인교육원,LCS2003-03,3.0,1,없음,1.914,0.0,1.0
프랑스언어와문화1,백수린,화목,16:30~17:45,없음,,,,,,,,
프랑스언어와문화1,임애리,화목,12:00~13:15,없음,전인교육원,LCS2003-05,3.0,1,없음,1.914,0.0,1.0
프랑스언어와문화1,김이정,화목,10:30~11:45,없음,전인교육원,LCS2003-06,3.0,1,없음,알수없음,0.0,0.0
프랑스언어와문화2,김지현,월수,12:00~13:15,없음,전인교육원,LCS2004-01,3.0,1,도도천사,0.785,0.0,0.0
중국언어와문화1,신지영,월수,12:00~13:15,없음,전인교육원,LCS2005-01,3.0,1,없음,알수없음,0.0,0.0
중국언어와문화1,이경하,화목,16:30~17:45,없음,전인교육원,LCS2005-02,3.0,1,없음,1.627,0.0,0.0
중국언어와문화1,문영희,화목,12:00~13:15,없음,전인교육원,LCS2005-03,3.0,1,도도,2.338,0.0,0.0
중국언어와문화1,박지영,수금,13:30~14:45,없음,전인교육원,LCS2005-04,3.0,1,도도,2.079,1.0,1.0
중국언어와문화1,이소영,월수,12:00~13:15,없음,전인교육원,LCS2005-05,3.0,1,없음,2.006,0.0,0.0
중국언어와문화1,이슬기,수금,13:30~14:45,없음,전인교육원,LCS2005-06,3.0,1,없음,알수없음,0.0,0.0
중국언어와문화2,박연화,수금,15:00~16:15,없음,전인교육원,LCS2006-01,3.0,1,없음,알수없음,1.0,0.0
일본언어와문화1,최은희,수금,13:30~14:45,없음,,,,,,,,
일본언어와문화1,김선희,화목,12:00~13:15,없음,,,,,,,,
일본언어와문화1,서명진,화목,15:00~16:15,없음,,,,,,,,
일본언어와문화1,김선희,화목,09:00~10:15,없음,,,,,,,,
일본언어와문화1,김수경,수금,09:00~10:15,없음,전인교육원,LCS2007-05,3.0,14,없음,알수없음,0.0,0.0
일본언어와문화1,임시은,월수,12:00~13:15,없음,,,,,,,,
일본언어와문화2,최은희,수금,15:00~16:15,없음,,,,,,,,
일본언어와문화2,김인혜,화목,16:30~17:45,없음,,,,,,,,
영화를통한영어연습,"Kim, Jae Pil",화목,16:30~17:45,없음,,,,,,,,
비즈니스영어연습,채현순,화목,13:30~14:45,없음,,,,,,,,
초급라틴어,이규성,수금,13:30~14:45,없음,전인교육원,LCU4021-01,3.0,14,없음,1.8,0.0,0.0
초급러시아어,서승현,금,10:30~13:15,없음,,,,,,,,
기본영어,김영나,화목,09:00~10:15,없음,전인교육원,LCU4103-01,3.0,1,없음,0.494,0.0,0.0
기본영어,김영나,화목,10:30~11:45,없음,,,,,,,,
한국의명시감상,장서란,월수,12:00~13:15,없음,전인교육원,LCU4104-01,3.0,14,없음,알수없음,0.0,0.0
초급아랍어,김재희,화목,13:30~14:45,없음,전인교육원,LCU4105-01,3.0,14,없음,0.627,0.0,0.0
현대중동이해,박현도,화목,15:00~16:15,없음,전인교육원,LCU4106-01,3.0,14,없음,0.945,0.0,0.0
튜터링을통한글쓰기능력신장,곽상순,화목,13:30~14:45,없음,,,,,,,,
튜터링을통한글쓰기능력신장,곽상순,화목,15:00~16:15,없음,,,,,,,,
영화로보는동남아시아,이한우,화목,16:30~17:45,없음,,,,,,,,
한국어읽기,박진혁,화목,13:30~14:45,없음,전인교육원,LCU4116-01,3.0,14,꼰대도도,알수없음,0.0,0.0
한국어말하기,오경숙,화목,12:00~13:15,없음,전인교육원,LCU4117-01,3.0,14,없음,알수없음,0.0,0.0
발표와토론,최배은,월수,12:00~13:15,없음,전인교육원,LED3010-01,3.0,14,없음,알수없음,0.0,0.0
자기브랜드리더십,김문겸,월,13:30~16:15,없음,,,,,,,,
안전및조직관리사례연구,,화목,07:30~10:20,없음,,,,,,,,
조직리더십사례연구,,화목,07:30~10:20,없음,,,,,,,,
현대사회의이해,이재혁,화목,16:30~17:45,DB101,전인교육원,SHS2001-01,3.0,12,없음,알수없음,0.0,0.0
현대사회의이해,민병교,화목,12:00~13:15,없음,전인교육원,SHS2001-02,3.0,12,천사,3.201,1.0,1.0
한국과세계,서복경,화목,12:00~13:15,없음,,,,,,,,
한국과세계,이지호,월,13:30~16:15,없음,,,,,,,,
한국과세계,오세제,금,10:30~13:15,없음,,,,,,,,
한국과세계,한영빈,화목,10:30~11:45,없음,,,,,,,,
한국과세계(중국어강의),신은영,화목,12:00~13:15,없음,,,,,,,,
한국과세계(중국어강의),정다훈,월,13:30~16:15,없음,전인교육원,SHS2002-07,3.0,1,없음,알수없음,0.0,0.0
커뮤니케이션과사회,추혜원,화목,16:30~17:45,없음,전인교육원,SHS2003-01,3.0,14,없음,알수없음,1.0,0.0
경제와사회,이우석,금,10:30~13:15,없음,전인교육원,SHS2004-01,3.0,12,없음,알수없음,0.0,0.0
법과지식산업,권세진,월수,10:30~11:45,없음,,,,,,,,
법과지식산업,권세진,월수,12:00~13:15,없음,,,,,,,,
법과지식산업,강기봉,월,13:30~16:15,없음,전인교육원,SHS2005-03,3.0,12,천사,3.589,1.0,1.0
법과지식산업,강기봉,금,10:30~13:15,없음,전인교육원,SHS2005-04,3.0,12,천사,3.589,1.0,1.0
법과지식산업,안재형,금,16:30~19:15,없음,,,,,,,,
생활속의심리학,강재연,화목,10:30~11:45,없음,전인교육원,SHS2007-01,3.0,14,없음,2.585,0.0,1.0
생활속의심리학,한기백,화목,16:30~17:45,없음,전인교육원,SHS2007-02,3.0,14,없음,0.817,0.0,1.0
생활속의심리학,박기라,화목,10:30~11:45,없음,전인교육원,SHS2007-03,3.0,14,없음,알수없음,0.0,0.0
생활속의심리학,조명현,수금,13:30~14:45,없음,,,,,,,,
북한의이해와통일후한국,정영철,화목,09:00~10:15,없음,,,,,,,,
동남아시아전통사회의이해,김종호,월수,16:30~17:45,없음,전인교육원,SHU4010-01,3.0,14,없음,1.208,0.0,0.0
현대사회와복지국가,문진영,화목,10:30~11:45,없음,전인교육원,SHU4016-01,3.0,14,없음,알수없음,0.0,0.0
삶과교육,김재웅,화목,09:00~10:15,없음,,,,,,,,
결혼준비특강,김영희,월수,10:30~11:45,없음,,,,,,,,
광고로사회읽기,김봉석,화목,10:30~11:45,없음,,,,,,,,
인권과교육,김녕,화목,12:00~13:15,없음,,,,,,,,
인간관계의심리와대인관계기술,김태사,월수,10:30~11:45,없음,전인교육원,SHU4054-01,3.0,24,없음,1.87,0.0,0.0
공감의시대,김상용,금,10:30~12:20,없음,,,,,,,,
4차산업혁명과기업가정신,정옥현,수,16:30~18:10,없음,전인교육원,SHU4063-01,2.0,14,없음,알수없음,0.0,0.0
베트남사회와문화,이한우,화목,13:30~14:45,없음,,,,,,,,
한중정치사회의이해(중국어)(중국어강의),장윤미,월수,12:00~13:15,없음,전인교육원,SHU4068-02,3.0,14,없음,0.371,0.0,0.0
한중정치사회의이해(중국어)(중국어강의),전성흥,화목,16:30~17:45,없음,전인교육원,SHU4068-03,3.0,14,없음,0.757,0.0,0.0
자연과인간,이덕환,화목,09:00~10:15,없음,,,,,,,,
생명과환경,김종찬,월수,12:00~13:15,없음,,,,,,,,
생명과환경,김건수,화목,12:00~13:15,없음,전인교육원,STS2002-02,3.0,1,꿀귀천사,1.655,1.0,1.0
생명과환경,"Lee, Hosuk Sean",화목,15:00~16:15,없음,,,,,,,,
생명과환경,신형두,수금,13:30~14:45,없음,,,,,,,,
대학수학,김지현,화목,09:00~10:15,없음,전인교육원,STS2004-08,3.0,1,도도천사,1.093,0.0,1.0
대학수학,김지현,화목,09:00~10:15,없음,전인교육원,STS2004-01,3.0,1,도도천사,1.093,0.0,1.0
대학수학,김순영,화목,12:00~13:15,없음,전인교육원,STS2004-02,3.0,1,도도천사,2.511,0.0,1.0
대학수학,안일주,화목,15:00~16:15,없음,전인교육원,STS2004-03,3.0,1,없음,알수없음,0.0,0.0
대학수학,안일주,화목,16:30~17:45,없음,전인교육원,STS2004-04,3.0,1,없음,알수없음,0.0,0.0
대학수학,유지현,월수,10:30~11:45,없음,,,,,,,,
대학수학,남영우,월수,12:00~13:15,없음,전인교육원,STS2004-06,3.0,1,없음,알수없음,0.0,0.0
대학수학,남영우,월수,16:30~17:45,없음,전인교육원,STS2004-06,3.0,1,없음,알수없음,0.0,0.0
대학수학,남영우,월수,16:30~17:45,없음,전인교육원,STS2004-07,3.0,1,없음,알수없음,0.0,0.0
대학수학,김지현,화목,12:00~13:15,없음,전인교육원,STS2004-03,3.0,1,도도천사,1.093,0.0,1.0
대학수학,김지현,화목,12:00~13:15,없음,전인교육원,STS2004-08,3.0,1,도도천사,1.093,0.0,1.0
대학수학,김순영,화목,15:00~16:15,없음,전인교육원,STS2004-07,3.0,1,도도천사,2.511,0.0,1.0
대학수학,김순영,화목,15:00~16:15,없음,전인교육원,STS2004-09,3.0,1,도도천사,2.511,0.0,1.0
미적분학1,옥지훈,화목,10:30~11:45,없음,전인교육원,STS2005-01,3.0,1,없음,알수없음,0.0,0.0
